,year,vintage,type,dwellings
2356,2021,2001-2005,apartments,75349
2357,2021,2001-2005,mobile,744
2358,2021,2001-2005,single_attached,18005
2359,2021,2001-2005,single_detached,104489
2360,2021,2006-2010,total,231934
2361,2021,2006-2010,apartments,96306
2362,2021,2006-2010,mobile,1029
2363,2021,2006-2010,single_attached,27615
2364,2021,2006-2010,single_detached,106981
2365,2021,2011-2015,total,212285
2366,2021,2011-2015,apartments,106074
2367,2021,2011-2015,mobile,1029
2368,2021,2011-2015,single_attached,27811
2369,2021,2011-2015,single_detached,77369
2370,2021,2016-2020,total,200968
2371,2021,2016-2020,apartments,116193
2372,2021,2016-2020,mobile,1242
2373,2021,2016-2020,single_attached,17388
2374,2021,2016-2020,single_detached,66144
2375,2021,2021-2025,total,16747
2376,2021,2021-2025,apartments,9683
2377,2021,2021-2025,mobile,103
2378,2021,2021-2025,single_attached,1448
2379,2021,2021-2025,single_detached,5511
